订单顺序编号,订单号,用户名,商品编号,订单金额,付款金额,渠道编号,平台类型,下单时间,付款时间,是否退款,优惠金额,支付耗时_秒,下单日期,下单小时,星期几
21228,sys-2025-285274302,user-197576,PR000534,504.28,471.39,渠道9,微信公众号,2025-04-16 16:10:12,2025-04-16 16:10:30,是,32.889999999999986,18.0,2025-04-16,16,Wednesday
21235,sys-2025-341590704,user-199454,PR000396,765.77,765.77,渠道9,APP,2025-04-16 16:29:06,2025-04-16 16:29:42,否,0.0,36.0,2025-04-16,16,Wednesday
21238,sys-2025-317559458,user-178117,PR000430,360.45,279.96,渠道9,微信公众号,2025-04-16 16:39:51,2025-04-16 16:40:01,否,80.49000000000001,10.0,2025-04-16,16,Wednesday
21241,sys-2025-345697479,user-271081,PR000984,276.99,264.21,渠道9,微信公众号,2025-04-16 16:57:00,2025-04-16 16:57:25,是,12.78000000000003,25.0,2025-04-16,16,Wednesday
21243,sys-2025-256422266,user-280507,PR000120,410.79,150.21,渠道9,APP,2025-04-16 17:05:23,2025-04-16 17:05:33,是,260.58000000000004,10.0,2025-04-16,17,Wednesday
21258,sys-2025-285954362,user-191316,PR000615,2326.79,2238.88,渠道9,APP,2025-04-16 18:54:57,2025-04-16 18:56:44,否,87.90999999999985,107.0,2025-04-16,18,Wednesday
21267,sys-2025-267570148,user-198294,PR000972,1207.25,1207.25,渠道9,微信公众号,2025-04-16 19:21:24,2025-04-16 19:21:47,否,0.0,23.0,2025-04-16,19,Wednesday
21284,sys-2025-364364796,user-151299,PR000370,3068.57,3068.57,渠道9,微信公众号,2025-04-16 19:45:40,2025-04-16 19:45:56,是,0.0,16.0,2025-04-16,19,Wednesday
21287,sys-2025-454166213,user-104449,PR000400,5241.58,5241.58,渠道9,APP,2025-04-16 19:47:34,2025-04-16 19:47:51,否,0.0,17.0,2025-04-16,19,Wednesday
21294,sys-2025-291606901,user-176916,PR000951,2105.49,2087.45,渠道9,APP,2025-04-16 20:05:43,2025-04-16 20:06:01,否,18.039999999999964,18.0,2025-04-16,20,Wednesday
21310,sys-2025-367710872,user-246268,PR000971,3123.56,3123.56,渠道9,微信公众号,2025-04-16 20:37:49,2025-04-16 20:40:03,是,0.0,134.0,2025-04-16,20,Wednesday
21315,sys-2025-260342822,user-143077,PR000453,604.23,533.86,渠道9,微信公众号,2025-04-16 20:57:40,2025-04-16 20:58:25,否,70.37,45.0,2025-04-16,20,Wednesday
21320,sys-2025-408935703,user-127169,PR000370,1190.75,1190.75,渠道9,微信公众号,2025-04-16 21:05:50,2025-04-16 21:06:16,否,0.0,26.0,2025-04-16,21,Wednesday
21325,sys-2025-352289757,user-287727,PR000948,1247.76,1247.76,渠道9,微信公众号,2025-04-16 21:27:41,2025-04-16 21:27:57,是,0.0,16.0,2025-04-16,21,Wednesday
21331,sys-2025-390481709,user-100756,PR000414,966.37,931.05,渠道9,微信公众号,2025-04-16 21:40:37,2025-04-16 21:41:01,是,35.32000000000005,24.0,2025-04-16,21,Wednesday
21347,sys-2025-273164538,user-278972,PR000659,1128.57,1115.75,渠道9,APP,2025-04-16 22:48:03,2025-04-16 22:49:27,否,12.819999999999936,84.0,2025-04-16,22,Wednesday
21349,sys-2025-262953413,user-225513,PR000648,636.01,605.2,渠道9,APP,2025-04-16 23:32:28,2025-04-16 23:32:49,否,30.809999999999945,21.0,2025-04-16,23,Wednesday
21359,sys-2025-344832278,user-283338,PR000308,488.93,387.98,渠道9,APP,2025-04-17 08:22:38,2025-04-17 08:22:52,否,100.94999999999999,14.0,2025-04-17,8,Thursday
21363,sys-2025-328431700,user-102274,PR000370,2121.12,2090.23,渠道9,APP,2025-04-17 09:39:11,2025-04-17 10:01:19,否,30.889999999999873,1328.0,2025-04-17,9,Thursday
21377,sys-2025-364623163,user-285303,PR000554,536.43,536.43,渠道9,APP,2025-04-17 10:53:51,2025-04-17 10:54:03,否,0.0,12.0,2025-04-17,10,Thursday
21403,sys-2025-315673268,user-178310,PR000627,472.88,456.94,渠道9,APP,2025-04-17 12:11:19,2025-04-17 12:15:14,否,15.939999999999998,235.0,2025-04-17,12,Thursday
21404,sys-2025-391789092,user-163949,PR000096,698.44,677.99,渠道9,微信公众号,2025-04-17 12:11:58,2025-04-17 12:12:14,否,20.450000000000045,16.0,2025-04-17,12,Thursday
21405,sys-2025-338337448,user-221729,PR000252,433.3,387.86,渠道9,微信公众号,2025-04-17 12:22:03,2025-04-17 12:22:18,否,45.44,15.0,2025-04-17,12,Thursday
21415,sys-2025-342580101,user-115595,PR000344,443.64,413.39,渠道9,微信公众号,2025-04-17 12:48:10,2025-04-17 12:48:19,否,30.25,9.0,2025-04-17,12,Thursday
21461,sys-2025-261796816,user-257261,PR000839,628.1,628.1,渠道9,APP,2025-04-17 14:15:57,2025-04-17 14:17:00,否,0.0,63.0,2025-04-17,14,Thursday
21476,sys-2025-292278086,user-135674,PR000321,177.04,177.04,渠道9,微信公众号,2025-04-17 14:39:12,2025-04-17 14:39:25,否,0.0,13.0,2025-04-17,14,Thursday
21479,sys-2025-315844773,user-291236,PR000333,336.04,284.26,渠道9,APP,2025-04-17 14:47:57,2025-04-17 14:48:32,否,51.78000000000003,35.0,2025-04-17,14,Thursday
21501,sys-2025-241649849,user-184836,PR000370,529.24,529.24,渠道9,微信公众号,2025-04-17 16:50:22,2025-04-17 16:50:33,否,0.0,11.0,2025-04-17,16,Thursday
21521,sys-2025-330850196,user-257648,PR000668,2559.82,2512.78,渠道9,APP,2025-04-17 18:58:39,2025-04-17 18:59:25,否,47.039999999999964,46.0,2025-04-17,18,Thursday
21525,sys-2025-344082030,user-149874,PR000835,2824.53,2793.49,渠道9,微信公众号,2025-04-17 19:07:58,2025-04-17 19:08:18,否,31.04000000000042,20.0,2025-04-17,19,Thursday
21549,sys-2025-396436308,user-155652,PR000505,3672.65,3518.78,渠道9,APP,2025-04-17 20:19:37,2025-04-17 20:21:05,否,153.8699999999999,88.0,2025-04-17,20,Thursday
21551,sys-2025-300300958,user-151903,PR000173,1391.91,1356.89,渠道9,微信公众号,2025-04-17 20:27:51,2025-04-17 20:28:53,否,35.01999999999998,62.0,2025-04-17,20,Thursday
21563,sys-2025-255803584,user-121459,PR000397,598.79,558.73,渠道9,微信公众号,2025-04-17 20:49:39,2025-04-17 20:49:55,否,40.059999999999945,16.0,2025-04-17,20,Thursday
21565,sys-2025-252538367,user-200712,PR000199,910.92,857.08,渠道9,APP,2025-04-17 21:07:42,2025-04-17 21:07:57,否,53.83999999999992,15.0,2025-04-17,21,Thursday
21568,sys-2025-299371692,user-200719,PR000584,847.46,564.12,渠道9,APP,2025-04-17 21:26:10,2025-04-17 21:29:12,否,283.34000000000003,182.0,2025-04-17,21,Thursday
21569,sys-2025-284423741,user-243412,PR000709,1588.48,1558.25,渠道9,APP,2025-04-17 21:33:23,2025-04-17 21:33:42,否,30.230000000000018,19.0,2025-04-17,21,Thursday
21570,sys-2025-383743787,user-222376,PR000591,374.98,333.75,渠道9,微信公众号,2025-04-17 21:45:47,2025-04-17 21:46:04,否,41.23000000000002,17.0,2025-04-17,21,Thursday
21571,sys-2025-316383668,user-116497,PR000674,203.51,203.51,渠道9,web网站,2025-04-17 21:48:20,2025-04-17 21:48:33,否,0.0,13.0,2025-04-17,21,Thursday
21599,sys-2025-331076454,user-260733,PR000694,833.31,803.05,渠道9,APP,2025-04-18 09:39:29,2025-04-18 09:39:42,否,30.25999999999999,13.0,2025-04-18,9,Friday
21603,sys-2025-246174105,user-168346,PR000799,599.72,562.57,渠道9,微信公众号,2025-04-18 11:13:51,2025-04-18 11:14:15,否,37.14999999999998,24.0,2025-04-18,11,Friday
21605,sys-2025-297145946,user-136649,PR000104,477.89,465.97,渠道9,微信公众号,2025-04-18 11:31:25,2025-04-18 11:31:40,否,11.919999999999959,15.0,2025-04-18,11,Friday
21613,sys-2025-367030754,user-176675,PR000071,333.37,248.14,渠道9,web网站,2025-04-18 12:45:01,2025-04-18 12:45:14,否,85.23000000000002,13.0,2025-04-18,12,Friday
21621,sys-2025-327320308,user-107631,PR000351,126.44,126.44,渠道9,APP,2025-04-18 13:31:00,2025-04-18 13:31:15,否,0.0,15.0,2025-04-18,13,Friday
21638,sys-2025-342062289,user-276672,PR000695,844.82,835.9,渠道9,微信公众号,2025-04-18 14:25:08,2025-04-18 14:25:29,否,8.920000000000073,21.0,2025-04-18,14,Friday
21657,sys-2025-365690932,user-133771,PR000572,597.75,597.75,渠道9,微信公众号,2025-04-18 15:43:14,2025-04-18 15:43:27,否,0.0,13.0,2025-04-18,15,Friday
21668,sys-2025-351561103,user-140418,PR000402,3453.13,3375.43,渠道9,APP,2025-04-18 16:28:15,2025-04-18 16:28:46,否,77.70000000000027,31.0,2025-04-18,16,Friday
21680,sys-2025-299862615,user-202670,PR000295,1244.61,1201.69,渠道9,APP,2025-04-18 17:29:52,2025-04-18 17:31:29,否,42.919999999999845,97.0,2025-04-18,17,Friday
21686,sys-2025-305284346,user-292212,PR000796,1243.14,1203.04,渠道9,APP,2025-04-18 18:22:50,2025-04-18 18:23:05,否,40.100000000000136,15.0,2025-04-18,18,Friday
21693,sys-2025-317987539,user-136783,PR000382,2285.31,2285.31,渠道9,APP,2025-04-18 19:01:52,2025-04-18 19:02:05,否,0.0,13.0,2025-04-18,19,Friday
21711,sys-2025-388238938,user-287303,PR000483,1545.07,1466.99,渠道9,微信公众号,2025-04-18 20:20:59,2025-04-18 20:21:19,否,78.07999999999993,20.0,2025-04-18,20,Friday
21733,sys-2025-396878157,user-265108,PR000684,446.64,446.64,渠道9,APP,2025-04-18 21:20:06,2025-04-18 21:20:30,否,0.0,24.0,2025-04-18,21,Friday
21735,sys-2025-378661507,user-143070,PR000617,1333.36,1262.82,渠道9,微信公众号,2025-04-18 21:22:15,2025-04-18 21:22:25,否,70.53999999999996,10.0,2025-04-18,21,Friday
21744,sys-2025-347798875,user-130192,PR000065,336.18,318.35,渠道9,微信公众号,2025-04-18 22:00:02,2025-04-18 22:00:48,否,17.829999999999984,46.0,2025-04-18,22,Friday
21745,sys-2025-295618649,user-177440,PR000532,850.46,620.58,渠道9,APP,2025-04-18 22:00:11,2025-04-18 22:00:28,否,229.88,17.0,2025-04-18,22,Friday
21747,sys-2025-370058219,user-200476,PR000942,1424.71,1424.71,渠道9,APP,2025-04-18 22:22:20,2025-04-18 22:22:39,否,0.0,19.0,2025-04-18,22,Friday
21783,sys-2025-376356012,user-198285,PR000738,124.74,53.77,渠道9,APP,2025-04-19 11:28:50,2025-04-19 11:29:14,否,70.97,24.0,2025-04-19,11,Saturday
21786,sys-2025-305534717,user-152843,PR000356,708.74,704.41,渠道9,微信公众号,2025-04-19 11:42:45,2025-04-19 11:43:19,否,4.330000000000041,34.0,2025-04-19,11,Saturday
21802,sys-2025-371597244,user-135397,PR000447,632.82,620.41,渠道9,APP,2025-04-19 13:47:05,2025-04-19 13:47:18,否,12.410000000000082,13.0,2025-04-19,13,Saturday
21808,sys-2025-271357504,user-172371,PR000503,3421.89,3317.27,渠道9,微信公众号,2025-04-19 13:55:01,2025-04-19 13:55:29,否,104.61999999999989,28.0,2025-04-19,13,Saturday
21817,sys-2025-341325357,user-172317,PR000534,176.17,176.17,渠道9,APP,2025-04-19 14:08:36,2025-04-19 14:10:20,否,0.0,104.0,2025-04-19,14,Saturday
21818,sys-2025-246771316,user-231270,PR000015,1334.47,1293.88,渠道9,web网站,2025-04-19 14:09:04,2025-04-19 14:09:20,否,40.58999999999992,16.0,2025-04-19,14,Saturday
21829,sys-2025-368292126,user-262087,PR000098,167.96,167.96,渠道9,微信公众号,2025-04-19 15:04:12,2025-04-19 15:04:53,否,0.0,41.0,2025-04-19,15,Saturday
21839,sys-2025-285563366,user-149801,PR000218,682.26,566.4,渠道9,微信公众号,2025-04-19 15:52:42,2025-04-19 15:53:04,否,115.86000000000001,22.0,2025-04-19,15,Saturday
21875,sys-2025-328866722,user-274467,PR000961,2546.76,2543.0,渠道9,APP,2025-04-19 20:12:14,2025-04-19 20:13:51,否,3.7600000000002183,97.0,2025-04-19,20,Saturday
21882,sys-2025-376495351,user-104430,PR000948,3781.53,3698.5,渠道9,微信公众号,2025-04-19 20:26:02,2025-04-19 20:26:17,否,83.0300000000002,15.0,2025-04-19,20,Saturday
21885,sys-2025-322513093,user-145546,PR000203,3619.07,3460.79,渠道9,微信公众号,2025-04-19 20:40:39,2025-04-19 20:40:57,否,158.2800000000002,18.0,2025-04-19,20,Saturday
21889,sys-2025-255102320,user-100852,PR000432,2087.87,2021.27,渠道9,web网站,2025-04-19 20:57:09,2025-04-19 20:57:31,否,66.59999999999991,22.0,2025-04-19,20,Saturday
21897,sys-2025-296396577,user-197949,PR000501,261.74,205.26,渠道9,web网站,2025-04-19 21:39:13,2025-04-19 21:39:33,否,56.48000000000002,20.0,2025-04-19,21,Saturday
21914,sys-2025-336975678,user-209612,PR000259,1613.27,1542.62,渠道9,微信公众号,2025-04-19 23:09:57,2025-04-19 23:10:57,否,70.65000000000009,60.0,2025-04-19,23,Saturday
21934,sys-2025-326927298,user-255192,PR000290,858.82,679.01,渠道9,微信公众号,2025-04-20 11:27:45,2025-04-20 11:29:05,否,179.81000000000006,80.0,2025-04-20,11,Sunday
21949,sys-2025-253168397,user-266671,PR000806,96.35,96.35,渠道9,APP,2025-04-20 12:59:27,2025-04-20 12:59:57,否,0.0,30.0,2025-04-20,12,Sunday
21956,sys-2025-338933887,user-130502,PR000745,721.39,583.48,渠道9,APP,2025-04-20 13:09:20,2025-04-20 13:09:34,是,137.90999999999997,14.0,2025-04-20,13,Sunday
21966,sys-2025-282130547,user-160340,PR000100,584.95,562.66,渠道9,APP,2025-04-20 13:43:26,2025-04-20 13:43:46,否,22.290000000000077,20.0,2025-04-20,13,Sunday
21977,sys-2025-328307285,user-103761,PR000508,838.69,838.69,渠道9,微信公众号,2025-04-20 14:44:00,2025-04-20 14:44:32,否,0.0,32.0,2025-04-20,14,Sunday
21986,sys-2025-338685260,user-273810,PR000133,495.36,471.17,渠道9,APP,2025-04-20 15:10:07,2025-04-20 15:10:24,否,24.189999999999998,17.0,2025-04-20,15,Sunday
21987,sys-2025-430835236,user-158967,PR000402,233.41,173.01,渠道9,微信公众号,2025-04-20 15:17:14,2025-04-20 15:17:38,否,60.400000000000006,24.0,2025-04-20,15,Sunday
21996,sys-2025-298424473,user-179812,PR000559,2357.71,2329.3,渠道9,APP,2025-04-20 16:29:56,2025-04-20 16:30:27,否,28.409999999999854,31.0,2025-04-20,16,Sunday
22006,sys-2025-279936196,user-216308,PR000650,291.02,223.86,渠道9,微信公众号,2025-04-20 18:35:34,2025-04-20 18:35:50,否,67.15999999999997,16.0,2025-04-20,18,Sunday
22015,sys-2025-269109726,user-282577,PR000502,920.17,920.17,渠道9,APP,2025-04-20 19:05:08,2025-04-20 19:05:31,是,0.0,23.0,2025-04-20,19,Sunday
22022,sys-2025-241148704,user-161659,PR000192,858.76,844.87,渠道9,淘宝,2025-04-20 19:35:01,2025-04-20 19:38:52,否,13.889999999999986,231.0,2025-04-20,19,Sunday
22025,sys-2025-354537670,user-171514,PR000969,699.47,699.47,渠道9,APP,2025-04-20 19:52:02,2025-04-20 19:52:17,否,0.0,15.0,2025-04-20,19,Sunday
22034,sys-2025-392247693,user-234200,PR000010,3162.41,3158.82,渠道9,微信公众号,2025-04-20 20:12:40,2025-04-20 20:13:18,否,3.5899999999996908,38.0,2025-04-20,20,Sunday
22036,sys-2025-338932090,user-112985,PR000162,905.6,871.24,渠道9,APP,2025-04-20 20:15:33,2025-04-20 20:16:07,是,34.360000000000014,34.0,2025-04-20,20,Sunday
22045,sys-2025-324336078,user-177595,PR000420,1162.61,1162.61,渠道9,APP,2025-04-20 20:39:07,2025-04-20 20:39:20,否,0.0,13.0,2025-04-20,20,Sunday
22051,sys-2025-363571829,user-217955,PR000974,3317.55,3316.44,渠道9,web网站,2025-04-20 20:55:18,2025-04-20 20:59:10,否,1.1100000000001273,232.0,2025-04-20,20,Sunday
22057,sys-2025-356243510,user-244125,PR000082,2211.99,2126.68,渠道9,微信公众号,2025-04-20 21:13:46,2025-04-20 21:14:02,否,85.30999999999995,16.0,2025-04-20,21,Sunday
22062,sys-2025-257823546,user-193997,PR000905,1979.87,1908.44,渠道9,APP,2025-04-20 21:23:15,2025-04-20 21:23:57,否,71.42999999999984,42.0,2025-04-20,21,Sunday
22064,sys-2025-402201247,user-117876,PR000370,741.85,682.2,渠道9,微信公众号,2025-04-20 21:27:02,2025-04-20 21:27:22,否,59.64999999999998,20.0,2025-04-20,21,Sunday
22065,sys-2025-334888230,user-160210,PR000080,89.63,32.4,渠道9,web网站,2025-04-20 21:28:24,2025-04-20 21:29:17,否,57.23,53.0,2025-04-20,21,Sunday
22093,sys-2025-372539885,user-195165,PR000883,335.4,335.4,渠道9,微信公众号,2025-04-21 09:23:20,2025-04-21 09:23:33,否,0.0,13.0,2025-04-21,9,Monday
22101,sys-2025-312827172,user-161453,PR000624,561.82,524.84,渠道9,APP,2025-04-21 11:21:46,2025-04-21 11:22:07,否,36.98000000000002,21.0,2025-04-21,11,Monday
22111,sys-2025-351355657,user-181596,PR000060,635.37,635.37,渠道9,APP,2025-04-21 11:57:54,2025-04-21 11:58:16,否,0.0,22.0,2025-04-21,11,Monday
22115,sys-2025-287428987,user-108974,PR000460,939.22,939.22,渠道9,微信公众号,2025-04-21 12:34:32,2025-04-21 12:34:58,否,0.0,26.0,2025-04-21,12,Monday
22123,sys-2025-367919173,user-233462,PR000871,362.31,322.41,渠道9,微信公众号,2025-04-21 13:28:57,2025-04-21 13:29:46,否,39.89999999999998,49.0,2025-04-21,13,Monday
22127,sys-2025-298210163,user-117260,PR000307,555.21,479.5,渠道9,APP,2025-04-21 13:50:15,2025-04-21 13:50:43,否,75.71000000000004,28.0,2025-04-21,13,Monday
22131,sys-2025-430219977,user-135549,PR000307,876.12,873.59,渠道9,微信公众号,2025-04-21 14:08:06,2025-04-21 14:08:35,否,2.5299999999999727,29.0,2025-04-21,14,Monday
22142,sys-2025-299277047,user-242562,PR000120,295.92,276.04,渠道9,APP,2025-04-21 14:56:36,2025-04-21 14:56:51,否,19.879999999999995,15.0,2025-04-21,14,Monday
22150,sys-2025-243806318,user-287788,PR000008,227.19,203.07,渠道9,APP,2025-04-21 15:36:30,2025-04-21 15:37:46,否,24.120000000000005,76.0,2025-04-21,15,Monday
22171,sys-2025-254872772,user-113801,PR000346,657.5,657.5,渠道9,APP,2025-04-21 17:59:11,2025-04-21 17:59:57,否,0.0,46.0,2025-04-21,17,Monday
22172,sys-2025-317032950,user-170238,PR000912,1619.52,1571.64,渠道9,微信公众号,2025-04-21 18:37:48,2025-04-21 18:38:02,否,47.87999999999988,14.0,2025-04-21,18,Monday
22176,sys-2025-315395382,user-216261,PR000558,984.91,913.09,渠道9,微信公众号,2025-04-21 19:02:57,2025-04-21 19:03:11,否,71.81999999999994,14.0,2025-04-21,19,Monday
22180,sys-2025-380741260,user-144231,PR000957,596.05,596.05,渠道9,APP,2025-04-21 19:12:19,2025-04-21 19:13:28,否,0.0,69.0,2025-04-21,19,Monday
22195,sys-2025-362655391,user-169489,PR000386,3279.64,3150.25,渠道9,微信公众号,2025-04-21 19:59:18,2025-04-21 19:59:42,否,129.38999999999987,24.0,2025-04-21,19,Monday
22202,sys-2025-276475447,user-129712,PR000238,1338.16,1281.44,渠道9,微信公众号,2025-04-21 20:28:21,2025-04-21 20:28:32,否,56.72000000000003,11.0,2025-04-21,20,Monday
22211,sys-2025-337417047,user-162961,PR000506,1002.96,946.38,渠道9,微信公众号,2025-04-21 21:00:15,2025-04-21 21:00:33,否,56.58000000000004,18.0,2025-04-21,21,Monday
22219,sys-2025-308333175,user-190363,PR000256,2418.69,2358.31,渠道9,APP,2025-04-21 21:19:45,2025-04-21 21:20:08,否,60.38000000000011,23.0,2025-04-21,21,Monday
22221,sys-2025-390903786,user-252734,PR000783,723.98,646.62,渠道9,APP,2025-04-21 21:24:17,2025-04-21 21:24:35,否,77.36000000000001,18.0,2025-04-21,21,Monday
22236,sys-2025-417589334,user-276237,PR000623,309.84,309.84,渠道9,APP,2025-04-21 22:27:01,2025-04-21 22:27:19,否,0.0,18.0,2025-04-21,22,Monday
22247,sys-2025-284989822,user-123976,PR000638,2351.98,2271.8,渠道9,APP,2025-04-21 23:47:03,2025-04-21 23:47:15,否,80.17999999999984,12.0,2025-04-21,23,Monday
22248,sys-2025-269671834,user-281004,PR000895,562.48,534.07,渠道9,APP,2025-04-22 00:10:32,2025-04-22 00:11:21,否,28.409999999999968,49.0,2025-04-22,0,Tuesday
22249,sys-2025-316213759,user-204964,PR000839,1125.33,1080.12,渠道9,APP,2025-04-22 00:27:18,2025-04-22 00:27:36,否,45.210000000000036,18.0,2025-04-22,0,Tuesday
22259,sys-2025-374819640,user-135151,PR000765,436.12,436.12,渠道9,APP,2025-04-22 09:03:13,2025-04-22 09:03:28,否,0.0,15.0,2025-04-22,9,Tuesday
22266,sys-2025-272302939,user-178859,PR000870,818.51,818.51,渠道9,APP,2025-04-22 10:41:25,2025-04-22 10:41:44,否,0.0,19.0,2025-04-22,10,Tuesday
22271,sys-2025-278754503,user-248830,PR000299,309.18,255.3,渠道9,APP,2025-04-22 11:31:08,2025-04-22 11:31:26,否,53.879999999999995,18.0,2025-04-22,11,Tuesday
22277,sys-2025-370584998,user-137724,PR000049,458.45,386.35,渠道9,APP,2025-04-22 12:05:12,2025-04-22 12:05:25,否,72.09999999999997,13.0,2025-04-22,12,Tuesday
22279,sys-2025-348597397,user-111370,PR000494,605.17,572.11,渠道9,微信公众号,2025-04-22 12:12:48,2025-04-22 12:13:01,是,33.059999999999945,13.0,2025-04-22,12,Tuesday
22285,sys-2025-396229735,user-139510,PR000421,396.49,330.41,渠道9,微信公众号,2025-04-22 12:47:22,2025-04-22 12:47:56,否,66.07999999999998,34.0,2025-04-22,12,Tuesday
22290,sys-2025-319992491,user-206575,PR000872,245.78,245.78,渠道9,APP,2025-04-22 12:56:38,2025-04-22 12:56:50,否,0.0,12.0,2025-04-22,12,Tuesday
22292,sys-2025-354937673,user-185900,PR000321,183.27,183.27,渠道9,微信公众号,2025-04-22 13:05:28,2025-04-22 13:05:57,否,0.0,29.0,2025-04-22,13,Tuesday
22295,sys-2025-353059968,user-151242,PR000771,696.04,687.45,渠道9,微信公众号,2025-04-22 13:09:23,2025-04-22 13:09:37,否,8.589999999999918,14.0,2025-04-22,13,Tuesday
22317,sys-2025-415203945,user-177468,PR000710,198.45,129.94,渠道9,微信公众号,2025-04-22 14:11:17,2025-04-22 14:11:48,否,68.50999999999999,31.0,2025-04-22,14,Tuesday
22323,sys-2025-291181978,user-117229,PR000923,297.4,237.47,渠道9,微信公众号,2025-04-22 14:46:59,2025-04-22 14:47:54,否,59.92999999999998,55.0,2025-04-22,14,Tuesday
22341,sys-2025-389399003,user-290077,PR000832,272.24,184.38,渠道9,微信公众号,2025-04-22 16:30:55,2025-04-22 16:31:09,否,87.86000000000001,14.0,2025-04-22,16,Tuesday
22344,sys-2025-288161164,user-189933,PR000707,593.34,459.2,渠道9,微信公众号,2025-04-22 16:47:21,2025-04-23 09:09:23,否,134.14000000000004,58922.0,2025-04-22,16,Tuesday
22367,sys-2025-325494758,user-137284,PR000323,2262.12,2235.82,渠道9,APP,2025-04-22 19:23:32,2025-04-22 19:23:53,否,26.299999999999727,21.0,2025-04-22,19,Tuesday
22391,sys-2025-292412199,user-175561,PR000584,2382.53,2381.3,渠道9,APP,2025-04-22 20:58:18,2025-04-22 20:58:31,是,1.2300000000000182,13.0,2025-04-22,20,Tuesday
22403,sys-2025-350839603,user-118052,PR000256,1248.73,1180.92,渠道9,web网站,2025-04-22 21:31:13,2025-04-22 21:31:50,是,67.80999999999995,37.0,2025-04-22,21,Tuesday
22407,sys-2025-299174638,user-178675,PR000364,1505.68,1505.68,渠道9,APP,2025-04-22 21:46:08,2025-04-22 21:47:06,否,0.0,58.0,2025-04-22,21,Tuesday
22408,sys-2025-267596310,user-112506,PR000016,700.85,653.96,渠道9,微信公众号,2025-04-22 21:53:37,2025-04-22 21:53:48,否,46.889999999999986,11.0,2025-04-22,21,Tuesday
22436,sys-2025-389515126,user-159388,PR000503,685.95,677.48,渠道9,微信公众号,2025-04-23 09:35:42,2025-04-23 09:35:53,否,8.470000000000027,11.0,2025-04-23,9,Wednesday
22450,sys-2025-321622283,user-145411,PR000813,334.45,304.05,渠道9,web网站,2025-04-23 12:01:56,2025-04-23 12:02:22,否,30.399999999999977,26.0,2025-04-23,12,Wednesday
22458,sys-2025-346332365,user-146254,PR000335,527.8,527.8,渠道9,APP,2025-04-23 12:36:43,2025-04-23 12:38:00,否,0.0,77.0,2025-04-23,12,Wednesday
22462,sys-2025-318708374,user-103964,PR000282,669.02,669.02,渠道9,APP,2025-04-23 12:54:10,2025-04-23 12:54:33,否,0.0,23.0,2025-04-23,12,Wednesday
22473,sys-2025-276520655,user-135734,PR000442,591.27,591.27,渠道9,微信公众号,2025-04-23 13:45:34,2025-04-23 13:45:50,是,0.0,16.0,2025-04-23,13,Wednesday
22474,sys-2025-339836074,user-288094,PR000994,521.92,490.32,渠道9,微信公众号,2025-04-23 13:47:44,2025-04-23 13:48:10,否,31.599999999999966,26.0,2025-04-23,13,Wednesday
22476,sys-2025-207636890,user-240933,PR000013,1794.2,1742.07,渠道9,微信公众号,2025-04-23 14:02:25,2025-04-23 14:02:49,否,52.13000000000011,24.0,2025-04-23,14,Wednesday
22480,sys-2025-297602728,user-166887,PR000541,287.71,180.7,渠道9,微信公众号,2025-04-23 14:11:51,2025-04-23 14:12:13,否,107.00999999999999,22.0,2025-04-23,14,Wednesday
22482,sys-2025-343703435,user-123309,PR000236,266.56,266.56,渠道9,APP,2025-04-23 14:18:43,2025-04-23 14:18:54,否,0.0,11.0,2025-04-23,14,Wednesday
22488,sys-2025-389221662,user-217174,PR000407,590.69,590.69,渠道9,微信公众号,2025-04-23 14:40:53,2025-04-23 14:43:28,否,0.0,155.0,2025-04-23,14,Wednesday
22498,sys-2025-297248913,user-104897,PR000687,404.29,404.29,渠道9,APP,2025-04-23 15:17:56,2025-04-23 15:18:27,否,0.0,31.0,2025-04-23,15,Wednesday
22502,sys-2025-338657656,user-297439,PR000544,410.71,337.41,渠道9,APP,2025-04-23 15:39:59,2025-04-23 15:40:11,否,73.29999999999995,12.0,2025-04-23,15,Wednesday
22506,sys-2025-384096903,user-153245,PR000740,243.16,243.16,渠道9,APP,2025-04-23 16:10:17,2025-04-23 16:10:39,是,0.0,22.0,2025-04-23,16,Wednesday
22514,sys-2025-341549799,user-126145,PR000326,3815.18,3754.86,渠道9,微信公众号,2025-04-23 17:08:45,2025-04-23 17:08:57,否,60.31999999999971,12.0,2025-04-23,17,Wednesday
22518,sys-2025-340988705,user-110669,PR000769,562.77,513.95,渠道9,APP,2025-04-23 17:29:37,2025-04-23 17:30:15,否,48.819999999999936,38.0,2025-04-23,17,Wednesday
22529,sys-2025-298829378,user-143181,PR000988,234.64,234.64,渠道9,APP,2025-04-23 18:18:46,2025-04-23 18:19:05,否,0.0,19.0,2025-04-23,18,Wednesday
22534,sys-2025-371589935,user-103226,PR000518,539.37,539.37,渠道9,微信公众号,2025-04-23 18:39:02,2025-04-23 18:39:20,否,0.0,18.0,2025-04-23,18,Wednesday
22551,sys-2025-318535278,user-155997,PR000295,3602.97,3593.26,渠道9,APP,2025-04-23 19:46:07,2025-04-23 19:46:28,否,9.709999999999582,21.0,2025-04-23,19,Wednesday
22564,sys-2025-260249463,user-183250,PR000101,2163.56,2163.56,渠道9,APP,2025-04-23 20:13:23,2025-04-23 20:13:54,否,0.0,31.0,2025-04-23,20,Wednesday
